업종,연령대,성별,구분,항목,응답수
스킨케어,20~29세,여성,최근 6개월 내 구매 경험,없다,15
스킨케어,20~29세,여성,향후 6개월 내 구매 의향,구매의향이 있다,78
스킨케어,20~29세,여성,향후 6개월 내 구매 의향,없다,28
스킨케어,20~29세,여성,광고영향력,전혀 없다,2
스킨케어,20~29세,여성,광고영향력,없는 편이다,10
스킨케어,20~29세,여성,광고영향력,보통이다,27
스킨케어,20~29세,여성,광고영향력,있는 편이다,53
스킨케어,20~29세,여성,광고영향력,매우 있다,4
뷰티 디바이스,20~29세,여성,최근 6개월 내 구매 경험,있다,38
뷰티 디바이스,20~29세,여성,최근 6개월 내 구매 경험,없다,68
뷰티 디바이스,20~29세,여성,향후 6개월 내 구매 의향,구매의향이 있다,35
뷰티 디바이스,20~29세,여성,향후 6개월 내 구매 의향,없다,71
뷰티 디바이스,20~29세,여성,KBF 1순위,성능/기능/작동 방식,15
뷰티 디바이스,20~29세,여성,KBF 1순위,"안전성(유해물질, 승인 여부 등)",8
뷰티 디바이스,20~29세,여성,KBF 1순위,주위의 평판/입소문,5
뷰티 디바이스,20~29세,여성,KBF 1순위,가격,7
뷰티 디바이스,20~29세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",4
뷰티 디바이스,20~29세,여성,KBF 1순위,회사 신뢰도,2
뷰티 디바이스,20~29세,여성,KBF 1순위,관리 편의성,0
뷰티 디바이스,20~29세,여성,KBF 1순위,전문가/인플루언서 추천,3
뷰티 디바이스,20~29세,여성,KBF 1순위,할인/이벤트,4
뷰티 디바이스,20~29세,여성,KBF 1순위,A/S,2
뷰티 디바이스,20~29세,여성,KBF 1순위,"부가기능 (다양한 모드, 강도 조절 등)",0
뷰티 디바이스,20~29세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",0
뷰티 디바이스,20~29세,여성,KBF 1순위,제조 국가,0
뷰티 디바이스,20~29세,여성,KBF 1순위,유행,1
뷰티 디바이스,20~29세,여성,KBF 1순위,제품 디자인,0
뷰티 디바이스,20~29세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",1
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",성능/기능/작동 방식,25
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","안전성(유해물질, 승인 여부 등)",25
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",가격,20
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,13
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",관리 편의성,12
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",6
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,6
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","부가기능 (다양한 모드, 강도 조절 등)",9
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",A/S,9
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,8
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,9
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,1
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",제조 국가,1
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",1
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",유행,2
뷰티 디바이스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",리뷰,1
뷰티 디바이스,20~29세,여성,광고영향력,전혀 없다,0
뷰티 디바이스,20~29세,여성,광고영향력,없는 편이다,1
뷰티 디바이스,20~29세,여성,광고영향력,보통이다,15
뷰티 디바이스,20~29세,여성,광고영향력,있는 편이다,32
뷰티 디바이스,20~29세,여성,광고영향력,매우 있다,4
건강기능식품,20~29세,여성,최근 6개월 내 구매 경험,있다,70
건강기능식품,20~29세,여성,최근 6개월 내 구매 경험,없다,36
건강기능식품,20~29세,여성,향후 6개월 내 구매 의향,구매의향이 있다,66
건강기능식품,20~29세,여성,향후 6개월 내 구매 의향,없다,40
건강기능식품,20~29세,여성,KBF 1순위,영양성분/함량,25
건강기능식품,20~29세,여성,KBF 1순위,구성 원재료,6
건강기능식품,20~29세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",3
건강기능식품,20~29세,여성,KBF 1순위,가격,6
건강기능식품,20~29세,여성,KBF 1순위,주위의 평판/입소문,8
건강기능식품,20~29세,여성,KBF 1순위,회사 신뢰도,6
건강기능식품,20~29세,여성,KBF 1순위,제품 섭취 타입(고체형/액상형 등),2
건강기능식품,20~29세,여성,KBF 1순위,재료 원산지,5
건강기능식품,20~29세,여성,KBF 1순위,전문가/인플루언서 추천,5
건강기능식품,20~29세,여성,KBF 1순위,양/용량,7
건강기능식품,20~29세,여성,KBF 1순위,할인/이벤트,2
건강기능식품,20~29세,여성,KBF 1순위,맛,3
건강기능식품,20~29세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",0
건강기능식품,20~29세,여성,KBF 1순위,패키지/포장 형태,0
건강기능식품,20~29세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
건강기능식품,20~29세,여성,KBF 1순위,효능,0
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",영양성분/함량,43
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",가격,41
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",구성 원재료,21
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",11
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,14
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,22
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",제품 섭취 타입(고체형/액상형 등),12
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",재료 원산지,8
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",양/용량,20
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,12
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,9
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",맛,5
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",패키지/포장 형태,3
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",0
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",0
건강기능식품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",효능,0
건강기능식품,20~29세,여성,광고영향력,전혀 없다,0
건강기능식품,20~29세,여성,광고영향력,없는 편이다,11
건강기능식품,20~29세,여성,광고영향력,보통이다,27
건강기능식품,20~29세,여성,광고영향력,있는 편이다,36
건강기능식품,20~29세,여성,광고영향력,매우 있다,4
건강보조기구,20~29세,여성,최근 6개월 내 구매 경험,있다,54
건강보조기구,20~29세,여성,최근 6개월 내 구매 경험,없다,52
건강보조기구,20~29세,여성,향후 6개월 내 구매 의향,구매의향이 있다,41
건강보조기구,20~29세,여성,향후 6개월 내 구매 의향,없다,65
건강보조기구,20~29세,여성,KBF 1순위,성능/기능/작동 방식,26
건강보조기구,20~29세,여성,KBF 1순위,가격,15
건강보조기구,20~29세,여성,KBF 1순위,"안전성(유해물질, 승인 여부 등)",7
건강보조기구,20~29세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",1
건강보조기구,20~29세,여성,KBF 1순위,주위의 평판/입소문,4
건강보조기구,20~29세,여성,KBF 1순위,회사 신뢰도,1
건강보조기구,20~29세,여성,KBF 1순위,A/S,1
건강보조기구,20~29세,여성,KBF 1순위,전문가/인플루언서 추천,1
건강보조기구,20~29세,여성,KBF 1순위,할인/이벤트,2
건강보조기구,20~29세,여성,KBF 1순위,관리 편의성,2
건강보조기구,20~29세,여성,KBF 1순위,"부가기능 (다양한 모드, 강도 조절 등)",0
건강보조기구,20~29세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
건강보조기구,20~29세,여성,KBF 1순위,유행,0
건강보조기구,20~29세,여성,KBF 1순위,제품 디자인,1
건강보조기구,20~29세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
건강보조기구,20~29세,여성,KBF 1순위,사용 경험,0
건강보조기구,20~29세,여성,KBF 1순위,리뷰,0
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",성능/기능/작동 방식,40
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",가격,34
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)","안전성(유해물질, 승인 여부 등)",19
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",A/S,12
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,17
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",6
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)","부가기능 (다양한 모드, 강도 조절 등)",5
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",관리 편의성,11
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,6
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,7
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,8
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,3
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",유행,3
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",1
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",리뷰,1
건강보조기구,20~29세,여성,"KBF 1,2,3순위 (중복응답)",사용 경험,0
건강보조기구,20~29세,여성,광고영향력,전혀 없다,0
건강보조기구,20~29세,여성,광고영향력,없는 편이다,6
건강보조기구,20~29세,여성,광고영향력,보통이다,18
건강보조기구,20~29세,여성,광고영향력,있는 편이다,31
건강보조기구,20~29세,여성,광고영향력,매우 있다,7
국내 숙박 예약서비스,20~29세,여성,최근 6개월 내 구매 경험,있다,157
국내 숙박 예약서비스,20~29세,여성,최근 6개월 내 구매 경험,없다,53
국내 숙박 예약서비스,20~29세,여성,향후 6개월 내 구매 의향,구매의향이 있다,177
국내 숙박 예약서비스,20~29세,여성,향후 6개월 내 구매 의향,없다,33
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,저렴한 가격/특가 상품,65
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,"편의성 (이용, 예약, 환불 등)",18
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,"다양한 숙소 종류 예약 가능(호텔, 펜션 등)",17
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,다양한 숙소 보유,13
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,"숙소 검색 편의성(위치, 테마 등)",16
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,숙소별 디테일한 정보 제공,10
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,이용자 리뷰 제공 퀄리티,12
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,주위의 평판/입소문/후기,4
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,"포인트, 적립, 멤버십 혜택",15
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",5
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,고객 응대 서비스,1
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,App 완성도 (UI 및 속도 등),5
국내 숙박 예약서비스,20~29세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",저렴한 가격/특가 상품,112
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","편의성 (이용, 예약, 환불 등)",61
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","다양한 숙소 종류 예약 가능(호텔, 펜션 등)",47
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","숙소 검색 편의성(위치, 테마 등)",49
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",다양한 숙소 보유,46
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",숙소별 디테일한 정보 제공,32
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",이용자 리뷰 제공 퀄리티,46
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문/후기,17
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","포인트, 적립, 멤버십 혜택",44
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",19
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",고객 응대 서비스,7
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",App 완성도 (UI 및 속도 등),11
국내 숙박 예약서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",1
국내 숙박 예약서비스,20~29세,여성,광고영향력,전혀 없다,7
국내 숙박 예약서비스,20~29세,여성,광고영향력,없는 편이다,20
국내 숙박 예약서비스,20~29세,여성,광고영향력,보통이다,41
국내 숙박 예약서비스,20~29세,여성,광고영향력,있는 편이다,98
국내 숙박 예약서비스,20~29세,여성,광고영향력,매우 있다,16
캠핑용품,20~29세,여성,최근 6개월 내 구매 경험,있다,24
캠핑용품,20~29세,여성,최근 6개월 내 구매 경험,없다,186
캠핑용품,20~29세,여성,향후 6개월 내 구매 의향,구매의향이 있다,34
캠핑용품,20~29세,여성,향후 6개월 내 구매 의향,없다,176
캠핑용품,20~29세,여성,KBF 1순위,"품질(내구성, 마감 등)",6
캠핑용품,20~29세,여성,KBF 1순위,"성능 (방수, 방한, 편의 기능, 안정성)",7
캠핑용품,20~29세,여성,KBF 1순위,가격,8
캠핑용품,20~29세,여성,KBF 1순위,"이용 편의성(설치, 해체, 보관 등)",1
캠핑용품,20~29세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",4
캠핑용품,20~29세,여성,KBF 1순위,휴대성,4
캠핑용품,20~29세,여성,KBF 1순위,제품 디자인,2
캠핑용품,20~29세,여성,KBF 1순위,주위의 평판/입소문,1
캠핑용품,20~29세,여성,KBF 1순위,A/S,1
캠핑용품,20~29세,여성,KBF 1순위,트렌디함,2
캠핑용품,20~29세,여성,KBF 1순위,크기/중량,1
캠핑용품,20~29세,여성,KBF 1순위,친환경적,1
캠핑용품,20~29세,여성,KBF 1순위,브랜드 원산지,0
캠핑용품,20~29세,여성,KBF 1순위,구입 용이(판매처 많음),2
캠핑용품,20~29세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
캠핑용품,20~29세,여성,KBF 1순위,이벤트/프로모션,0
캠핑용품,20~29세,여성,KBF 1순위,매장 환경,0
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","품질(내구성, 마감 등)",14
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",가격,18
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","성능 (방수, 방한, 편의 기능, 안정성)",20
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","이용 편의성(설치, 해체, 보관 등)",5
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",휴대성,9
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,13
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",5
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,5
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",크기/중량,5
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",A/S,4
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",구입 용이(판매처 많음),3
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",트렌디함,7
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",친환경적,2
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",이벤트/프로모션,2
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",브랜드 원산지,0
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",1
캠핑용품,20~29세,여성,"KBF 1,2,3순위 (중복응답)",매장 환경,1
캠핑용품,20~29세,여성,광고영향력,전혀 없다,1
캠핑용품,20~29세,여성,광고영향력,없는 편이다,3
캠핑용품,20~29세,여성,광고영향력,보통이다,20
캠핑용품,20~29세,여성,광고영향력,있는 편이다,16
캠핑용품,20~29세,여성,광고영향력,매우 있다,1
인테리어 서비스,20~29세,여성,최근 6개월 내 구매 경험,있다,93
인테리어 서비스,20~29세,여성,최근 6개월 내 구매 경험,없다,117
인테리어 서비스,20~29세,여성,향후 6개월 내 구매 의향,구매의향이 있다,114
인테리어 서비스,20~29세,여성,향후 6개월 내 구매 의향,없다,96
인테리어 서비스,20~29세,여성,KBF 1순위,다양한 상품 판매,43
인테리어 서비스,20~29세,여성,KBF 1순위,인테리어 제품별 디테일한 정보 제공,5
인테리어 서비스,20~29세,여성,KBF 1순위,트렌디한 인테리어 예시 보유,19
인테리어 서비스,20~29세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",11
인테리어 서비스,20~29세,여성,KBF 1순위,주위의 평판/입소문/후기,6
인테리어 서비스,20~29세,여성,KBF 1순위,"정보 검색 편의성 (필터, 기능 등)",14
인테리어 서비스,20~29세,여성,KBF 1순위,인테리어 관련 제품 검색 편의성,7
인테리어 서비스,20~29세,여성,KBF 1순위,"다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",1
인테리어 서비스,20~29세,여성,KBF 1순위,이벤트/프로모션,5
인테리어 서비스,20~29세,여성,KBF 1순위,다양한 브랜드 입점,6
인테리어 서비스,20~29세,여성,KBF 1순위,고객 응대 서비스,2
인테리어 서비스,20~29세,여성,KBF 1순위,App 완성도 (UI 및 속도 등),4
인테리어 서비스,20~29세,여성,KBF 1순위,편의 서비스(3D 인테리어 도면 서비스 등),1
인테리어 서비스,20~29세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",1
인테리어 서비스,20~29세,여성,KBF 1순위,가격,0
인테리어 서비스,20~29세,여성,KBF 1순위,접근성,1
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",다양한 상품 판매,68
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",인테리어 제품별 디테일한 정보 제공,33
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문/후기,29
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",트렌디한 인테리어 예시 보유,45
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",20
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",인테리어 관련 제품 검색 편의성,28
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","다양한 부가 서비스 제공 (인테리어 시공, 수리 등)",9
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",이벤트/프로모션,40
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","정보 검색 편의성 (필터, 기능 등)",30
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",고객 응대 서비스,13
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",다양한 브랜드 입점,17
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",편의 서비스(3D 인테리어 도면 서비스 등),11
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",App 완성도 (UI 및 속도 등),12
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",2
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",가격,0
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",품질,0
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",배송속도,0
인테리어 서비스,20~29세,여성,"KBF 1,2,3순위 (중복응답)",접근성,1
인테리어 서비스,20~29세,여성,광고영향력,전혀 없다,1
인테리어 서비스,20~29세,여성,광고영향력,없는 편이다,10
인테리어 서비스,20~29세,여성,광고영향력,보통이다,34
인테리어 서비스,20~29세,여성,광고영향력,있는 편이다,74
인테리어 서비스,20~29세,여성,광고영향력,매우 있다,7
스킨케어,30~39세,여성,KBF 1순위,보습력/유분감,23
스킨케어,30~39세,여성,KBF 1순위,"기능성(미백, 주름개선 등)",19
스킨케어,30~39세,여성,KBF 1순위,저자극성,12
스킨케어,30~39세,여성,KBF 1순위,함유성분/원료,23
스킨케어,30~39세,여성,KBF 1순위,가격,2
스킨케어,30~39세,여성,KBF 1순위,주위의 평판/입소문,4
스킨케어,30~39세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",3
스킨케어,30~39세,여성,KBF 1순위,할인/이벤트,3
스킨케어,30~39세,여성,KBF 1순위,질감/농도,4
스킨케어,30~39세,여성,KBF 1순위,양/용량,2
스킨케어,30~39세,여성,KBF 1순위,향,2
스킨케어,30~39세,여성,KBF 1순위,전문가/인플루언서 추천,1
스킨케어,30~39세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",1
스킨케어,30~39세,여성,KBF 1순위,패키지/용기 편리성,1
스킨케어,30~39세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",0
스킨케어,30~39세,여성,KBF 1순위,제품 디자인,0
스킨케어,30~39세,여성,KBF 1순위,리뷰,0
스킨케어,30~39세,여성,KBF 1순위,트러블 유무,0
스킨케어,30~39세,여성,KBF 1순위,사용 경험,1
스킨케어,30~39세,여성,KBF 1순위,피부 적합도,0
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",보습력/유분감,52
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)","기능성(미백, 주름개선 등)",47
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",가격,37
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",저자극성,31
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",함유성분/원료,34
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",할인/이벤트,16
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,29
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",12
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",양/용량,11
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",질감/농도,8
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",향,5
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",전문가/인플루언서 추천,8
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",패키지/용기 편리성,2
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)","매장(점원, 매장광고, 진열 등)",1
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",제품 디자인,0
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)","광고(스토리, 모델, 메시지)",1
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",트러블 유무,0
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",피부 적합도,0
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",리뷰,0
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",사용 경험,1
스킨케어,30~39세,여성,"KBF 1,2,3순위 (중복응답)",ESG,0
스킨케어,30~39세,여성,최근 6개월 내 구매 경험,있다,96
스킨케어,30~39세,여성,최근 6개월 내 구매 경험,없다,12
스킨케어,30~39세,여성,향후 6개월 내 구매 의향,구매의향이 있다,90
스킨케어,30~39세,여성,향후 6개월 내 구매 의향,없다,18
스킨케어,30~39세,여성,광고영향력,전혀 없다,2
스킨케어,30~39세,여성,광고영향력,없는 편이다,16
스킨케어,30~39세,여성,광고영향력,보통이다,32
스킨케어,30~39세,여성,광고영향력,있는 편이다,43
스킨케어,30~39세,여성,광고영향력,매우 있다,8
뷰티 디바이스,30~39세,여성,최근 6개월 내 구매 경험,있다,37
뷰티 디바이스,30~39세,여성,최근 6개월 내 구매 경험,없다,71
뷰티 디바이스,30~39세,여성,향후 6개월 내 구매 의향,구매의향이 있다,31
뷰티 디바이스,30~39세,여성,향후 6개월 내 구매 의향,없다,77
뷰티 디바이스,30~39세,여성,KBF 1순위,성능/기능/작동 방식,18
뷰티 디바이스,30~39세,여성,KBF 1순위,"안전성(유해물질, 승인 여부 등)",3
뷰티 디바이스,30~39세,여성,KBF 1순위,주위의 평판/입소문,3
뷰티 디바이스,30~39세,여성,KBF 1순위,가격,4
뷰티 디바이스,30~39세,여성,KBF 1순위,"브랜드(인지도, 이미지 등)",5
뷰티 디바이스,30~39세,여성,KBF 1순위,회사 신뢰도,3
뷰티 디바이스,30~39세,여성,KBF 1순위,관리 편의성,2
뷰티 디바이스,30~39세,여성,KBF 1순위,전문가/인플루언서 추천,1
뷰티 디바이스,30~39세,여성,KBF 1순위,할인/이벤트,0
뷰티 디바이스,30~39세,여성,KBF 1순위,A/S,1
뷰티 디바이스,30~39세,여성,KBF 1순위,"부가기능 (다양한 모드, 강도 조절 등)",1
뷰티 디바이스,30~39세,여성,KBF 1순위,"광고(스토리, 모델, 메시지)",2
뷰티 디바이스,30~39세,여성,KBF 1순위,제조 국가,1
뷰티 디바이스,30~39세,여성,KBF 1순위,유행,0
뷰티 디바이스,30~39세,여성,KBF 1순위,제품 디자인,1
뷰티 디바이스,30~39세,여성,KBF 1순위,"매장(점원, 매장광고, 진열 등)",0
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)",성능/기능/작동 방식,33
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)","안전성(유해물질, 승인 여부 등)",14
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)",가격,17
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)",주위의 평판/입소문,12
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)",관리 편의성,10
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)","브랜드(인지도, 이미지 등)",8
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)",회사 신뢰도,7
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)","부가기능 (다양한 모드, 강도 조절 등)",5
뷰티 디바이스,30~39세,여성,"KBF 1,2,3순위 (중복응답)",A/S,6
